"...1","Maximum value","Latitude","Longitude","M","Z","Singular_mean","Overall_mean","Singular_max","Overall_max","Area"
1920,39.4000015258789,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1921,40.5999984741211,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1922,24.6000003814697,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1923,51.5999984741211,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1924,24.6000003814697,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1925,38.0999984741211,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1926,15.1999998092651,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1927,33,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1928,26.2000007629395,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1929,25.8999996185303,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1930,21.2999992370605,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1931,31.7999992370605,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1932,26.2000007629395,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1933,26.8999996185303,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1934,21.6000003814697,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1935,36.7999992370605,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1936,33,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1937,22.8999996185303,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1938,32.2999992370605,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1939,25.3999996185303,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1940,30,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1941,33,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1942,47.7999992370605,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1943,22.1000003814697,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1944,23.3999996185303,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1945,34.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1946,31,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1947,20.1000003814697,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1948,15.6999998092651,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1949,25.3999996185303,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1950,32.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1951,48.2999992370605,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1952,46.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1953,30,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1954,64,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1955,34,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1956,43,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1957,47.2000007629395,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1958,37.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1959,44.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1960,38.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1961,41,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1962,50,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1963,36,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1964,38,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1965,27,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1966,50,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1967,28.2999992370605,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1968,70,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1969,37,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1970,31.8999996185303,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1971,21.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1972,23.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1973,26.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1974,57.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1975,79,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1976,34.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1977,33,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1978,20.8999996185303,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1979,75,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1980,37.0999984741211,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1981,44.2000007629395,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1982,30,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1983,49,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1985,60.7999992370605,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1986,34.7000007629395,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1987,25,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1988,38.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1989,41.5,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1990,36,-33.92,18.53,83,15,37.9385541663112,67.3005524524668,110,271.799987792969,"South Africa"
1871,100.300003051758,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1872,102.900001525879,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1873,165,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1874,184.899993896484,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1875,217.699996948242,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1876,56.4000015258789,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1877,105.199996948242,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1878,60.2000007629395,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1879,56.5999984741211,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1884,152.899993896484,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1885,74.9000015258789,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1886,99.5999984741211,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1887,66.8000030517578,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1888,83.0999984741211,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1889,150.100006103516,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1890,94.1999969482422,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1891,186.899993896484,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1892,86.4000015258789,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1893,154.199996948242,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1894,94,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1895,96.3000030517578,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1896,93.6999969482422,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1897,82.8000030517578,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1898,94,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1899,68.5999984741211,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1900,35.7999992370605,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1901,113,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1902,142.699996948242,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1903,101.300003051758,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1904,72.4000015258789,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1905,271.799987792969,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1906,54.9000015258789,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1907,94,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1908,269,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1909,96.5,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1910,84.0999984741211,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1912,40.5999984741211,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1914,92.6999969482422,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1915,148.100006103516,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1922,95,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1923,56.4000015258789,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1924,54.5999984741211,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1925,64.5,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1926,59.7000007629395,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1927,100.099998474121,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1928,38.9000015258789,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1929,64.8000030517578,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
