"...1","Maximum value","Latitude","Longitude","M","Z","Singular_mean","Overall_mean","Singular_max","Overall_max"
1919,88.9000015258789,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1920,40.5999984741211,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1921,54.5999984741211,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1922,62.2000007629395,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1923,63.5,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1924,158.800003051758,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1925,65.3000030517578,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1926,63,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1927,69.5999984741211,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1928,108,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1929,45.7000007629395,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1930,52.0999984741211,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1931,50.2999992370605,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1932,84.0999984741211,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1933,118.099998474121,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1934,111.5,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1935,82.3000030517578,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1936,95.5,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1937,162.100006103516,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1938,54.9000015258789,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1939,53.0999984741211,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1940,82.8000030517578,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1941,73.9000015258789,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1942,88.9000015258789,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1943,63.5,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1944,53.7999992370605,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1945,92.5,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1946,76.1999969482422,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1947,163.100006103516,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1948,47.5,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1949,101.599998474121,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1950,86.5999984741211,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1951,66.3000030517578,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1952,137.199996948242,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1953,50,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1954,42.7000007629395,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1955,115.599998474121,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1956,75.1999969482422,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1957,114.800003051758,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1958,100.300003051758,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1959,63.2000007629395,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1960,135.100006103516,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1961,100.800003051758,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1962,195.300003051758,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1963,102.5,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1964,88.1999969482422,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1965,129.399993896484,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1968,65.1999969482422,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1969,93,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1970,81,29.98,76.83,68,254,92.0117651434506,111.07582448603,195.300003051758,366
1901,65.8000030517578,10.53,79.65,69,11,122.268116716026,111.07582448603,363.700012207031,366
