"...1","Maximum value","Latitude","Longitude","M","Z","Singular_mean","Overall_mean","Singular_max","Overall_max","Area"
1957,4.09999990463257,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1958,14.1000003814697,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1959,9.10000038146973,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1960,2.90000009536743,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1961,4.5,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1962,11.5,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1963,11.3000001907349,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1964,7.40000009536743,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1965,6.19999980926514,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1966,3.40000009536743,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1967,9.19999980926514,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1968,5.90000009536743,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1969,9.80000019073486,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
1970,8.89999961853027,40.15,94.683,62,1140,10.5064516144414,77.0579118620849,30.7999992370605,614.700012207031,"Asia"
