"...1","Maximum value","Latitude","Longitude","M","Z","Singular_mean","Overall_mean","Area","Singular_max","Overall_max"
2001,50.7999992370605,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2002,50.7999992370605,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2003,76.1999969482422,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2004,71.0999984741211,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2005,50.7999992370605,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2006,110.699996948242,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2007,30.2000007629395,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2008,62.5,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2009,37.0999984741211,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2010,47.2000007629395,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2011,70.9000015258789,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2012,43.2000007629395,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2013,63.5,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2014,53.2999992370605,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
2015,49.5,20.8939,-156.4103,65,27.4,69.0369233938364,49.3105100255108,"North America",149.100006103516,252
1943,20.7999992370605,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1944,19.6000003814697,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1945,12.3999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1946,17.7999992370605,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1947,10.1999998092651,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1948,30.7000007629395,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1949,17,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1950,13.5,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1951,12.3999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1952,14.1999998092651,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1953,20.6000003814697,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1954,10.3999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1955,11.3999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1956,21.6000003814697,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1957,14,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1958,10.8999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1959,14.1999998092651,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1960,9.10000038146973,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1961,30.2000007629395,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1962,15,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1963,15.5,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1964,21.2999992370605,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1965,11.3999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1966,12.6999998092651,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1967,17.7999992370605,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1968,17.5,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1969,19.2999992370605,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1970,23.6000003814697,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1971,24.1000003814697,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1972,18.2999992370605,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1973,10.8999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1974,28.3999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1975,16.2999992370605,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1976,14.1999998092651,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1977,16,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1978,10.6000003814697,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1979,17.3999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1980,18.7000007629395,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1981,9.80000019073486,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1982,10.8000001907349,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1983,24.6000003814697,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1984,21.2000007629395,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1985,44.9000015258789,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1986,25.2000007629395,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1987,15.1999998092651,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1988,14.6000003814697,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1989,10.1999998092651,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1990,14.3999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1991,23.2000007629395,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1992,14.6999998092651,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1994,15.1999998092651,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1995,13.1999998092651,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1998,12,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1999,15,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2000,25.2000007629395,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2001,23.8999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2002,13.5,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2003,15.3999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2004,16.7999992370605,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2005,26.7999992370605,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2006,23.3999996185303,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2007,18.7999992370605,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2008,12.6000003814697,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2009,17.6000003814697,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2010,28.7999992370605,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
2011,21,60.7167,-135.0667,66,706,17.6969696391713,49.3105100255108,"North America",44.9000015258789,252
1955,24.3999996185303,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1956,3.29999995231628,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1957,24.8999996185303,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1958,34.5,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1959,19.1000003814697,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1960,20.1000003814697,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1961,22.8999996185303,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1962,18.2999992370605,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1963,49.5,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1964,5.59999990463257,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1965,37.0999984741211,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1966,39.4000015258789,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1967,34.7999992370605,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1968,11.1999998092651,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1969,24.1000003814697,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1970,24.3999996185303,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1971,35.7999992370605,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1972,76.6999969482422,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1973,22.1000003814697,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1974,8.10000038146973,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1975,19.1000003814697,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1976,15.6999998092651,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1977,14.6999998092651,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1978,21.1000003814697,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1980,5.59999990463257,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1981,18.2999992370605,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1982,22.1000003814697,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1983,33.5,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1984,44.5,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1985,31,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1986,21.7999992370605,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1987,22.6000003814697,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1988,19.7999992370605,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1989,61,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1990,21.2999992370605,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1991,35.0999984741211,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1992,43.7000007629395,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1993,20.6000003814697,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1994,15.5,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1995,8.89999961853027,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1996,7.59999990463257,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1997,26.2000007629395,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1998,17,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
1999,14.5,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2000,15.6999998092651,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2001,29.7000007629395,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2002,2,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2003,21.1000003814697,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2004,34.7999992370605,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2005,25.3999996185303,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2006,17.7999992370605,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2007,16,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2010,60.2000007629395,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2011,11.1999998092651,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2012,16,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2013,35.5999984741211,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2014,51.7999992370605,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2015,18,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2016,9.69999980926514,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2017,20.6000003814697,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2018,22.8999996185303,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
2019,32.7999992370605,32.8356,-114.3942,62,98.8,24.8193546610494,49.3105100255108,"North America",76.6999969482422,252
